date,description,amount
2021-08-29,"STEAM GAMES",-30.66
2021-08-29,"7-ELEVEN",-14.78
2021-08-30,"76 STATION",-70.36
2021-08-30,"LOCAL BISTRO",-18.48
2021-08-30,"STARBUCKS",-10.45
2021-08-30,"BEST BUY",-81.74
2021-08-31,"EXXON MOBIL",-38.32
2021-08-31,"IN-N-OUT BURGER",-27.00
2021-08-31,"PHILZ COFFEE",-5.50
2021-08-31,"TARGET",-15.42
2021-08-31,"CLIPPER CARD",-26.87
2021-08-31,"SPOTIFY",-7.47
2021-09-01,"DIRECT DEPOSIT - EMPLOYER",4240.33
2021-09-01,"SUMMIT VILLAGE APT",-2400.00
2021-09-01,"CHEVRON",-50.18
2021-09-01,"DOORDASH",-9.51
2021-09-01,"PHILZ COFFEE",-6.17
2021-09-01,"CVS",-113.84
2021-09-01,"BART TICKET",-32.49
2021-09-01,"EQUINOX",-47.13
2021-09-01,"STARBUCKS",-9.54
2021-09-02,"76 STATION",-38.61
2021-09-02,"PANERA BREAD",-30.79
2021-09-02,"STARBUCKS",-4.21
2021-09-02,"BEST BUY",-52.40
2021-09-02,"BART TICKET",-28.30
2021-09-02,"COPAY",-25.18
2021-09-02,"MCDONALDS",-16.18
2021-09-02,"7-ELEVEN",-21.86
2021-09-03,"EXXON MOBIL",-35.12
2021-09-03,"SUBWAY",-12.38
2021-09-03,"STARBUCKS",-8.48
2021-09-03,"AMAZON.COM",-19.47
2021-09-03,"STARBUCKS",-6.49
2021-09-04,"WHOLE FOODS MKT",-51.48
2021-09-04,"CHEVRON",-72.43
2021-09-04,"CHIPOTLE",-18.78
2021-09-04,"PEETS COFFEE",-5.55
2021-09-04,"GAP",-26.87
2021-09-04,"CLIPPER CARD",-18.71
2021-09-04,"AMAZON.COM",-11.36
2021-09-05,"WHOLE FOODS MKT",-36.48
2021-09-05,"EXXON MOBIL",-43.40
2021-09-05,"PIZZA PORT",-12.40
2021-09-05,"LOCAL COFFEE SHOP",-11.27
2021-09-05,"LYFT",-9.72
2021-09-05,"PLAYSTATION NETWORK",-40.20
2021-09-06,"MCDONALDS",-10.05
2021-09-06,"PEETS COFFEE",-4.73
2021-09-06,"FASTTRAK",-23.95
2021-09-07,"TRADER JOES",-27.65
2021-09-07,"MCDONALDS",-31.87
2021-09-07,"STARBUCKS",-7.75
2021-09-07,"GOOGLE STORAGE",-9.11
2021-09-08,"TACO BELL",-25.13
2021-09-08,"LOCAL COFFEE SHOP",-6.97
2021-09-08,"HULU",-15.57
2021-09-08,"CVS",-10.58
2021-09-09,"SPROUTS FARMERS MKT",-43.02
2021-09-09,"76 STATION",-44.73
2021-09-09,"TACO BELL",-42.09
2021-09-09,"PEETS COFFEE",-5.31
2021-09-09,"UNIQLO",-37.16
2021-09-09,"LIME SCOOTER",-10.86
2021-09-09,"STARBUCKS",-6.18
2021-09-09,"AMAZON.COM",-11.29
2021-09-10,"EXXON MOBIL",-59.41
2021-09-10,"PANERA BREAD",-22.35
2021-09-10,"STARBUCKS",-6.74
2021-09-10,"SPOTIFY USA",-17.45
2021-09-10,"UNIQLO",-35.01
2021-09-10,"UBER",-5.77
2021-09-10,"CVS PHARMACY",-41.89
2021-09-10,"MCDONALDS",-11.69
2021-09-11,"SAFEWAY",-62.54
2021-09-11,"ARCO AMPM",-36.30
2021-09-11,"MCDONALDS",-17.44
2021-09-11,"DUNKIN",-5.66
2021-09-11,"KINDLE EBOOK",-32.28
2021-09-12,"SDG&E UTILITIES",-176.80
2021-09-12,"LOCAL MARKET",-73.09
2021-09-12,"EXXON MOBIL",-40.48
2021-09-12,"MCDONALDS",-43.40
2021-09-12,"LOCAL COFFEE SHOP",-5.66
2021-09-12,"TICKETMASTER",-52.67
2021-09-13,"76 STATION",-51.52
2021-09-13,"DOORDASH",-19.24
2021-09-13,"DUNKIN",-10.53
2021-09-13,"GAP",-29.99
2021-09-13,"PARKING METER",-18.22
2021-09-13,"STARBUCKS",-23.75
2021-09-14,"EXXON MOBIL",-49.55
2021-09-14,"TACO BELL",-20.54
2021-09-14,"LOCAL COFFEE SHOP",-9.89
2021-09-14,"TARGET",-22.14
2021-09-14,"CVS PHARMACY",-14.46
2021-09-15,"PAYROLL DEPOSIT",4332.60
2021-09-15,"WATER DISTRICT",-93.77
2021-09-15,"LOCAL MARKET",-65.55
2021-09-15,"76 STATION",-73.70
2021-09-15,"UBER EATS",-10.44
2021-09-15,"DUNKIN",-5.67
2021-09-15,"BEST BUY",-67.73
2021-09-15,"LYFT",-33.30
2021-09-15,"AMAZON.COM",-16.74
2021-09-16,"LOCAL MARKET",-90.04
2021-09-16,"DOORDASH",-26.54
2021-09-16,"PEETS COFFEE",-11.48
2021-09-16,"UNIQLO",-27.28
2021-09-16,"AMC THEATRES",-52.33
2021-09-17,"LOCAL MARKET",-82.62
2021-09-17,"SUBWAY",-41.06
2021-09-17,"LOCAL COFFEE SHOP",-11.74
2021-09-17,"BEST BUY",-73.65
2021-09-17,"AMAZON.COM",-23.61
2021-09-18,"SAFEWAY",-71.92
2021-09-18,"CHEVRON",-47.63
2021-09-18,"LOCAL BISTRO",-13.71
2021-09-18,"DUNKIN",-11.49
2021-09-18,"COPAY",-40.83
2021-09-18,"STARBUCKS",-15.07
2021-09-18,"MCDONALDS",-11.25
2021-09-19,"WHOLE FOODS MKT",-62.76
2021-09-19,"EXXON MOBIL",-62.84
2021-09-19,"CHIPOTLE",-34.48
2021-09-19,"PEETS COFFEE",-9.31
2021-09-19,"TARGET",-20.94
2021-09-19,"LYFT",-30.42
2021-09-19,"SPOTIFY",-30.06
2021-09-19,"STARBUCKS",-5.72
2021-09-19,"MCDONALDS",-14.99
2021-09-20,"TACO BELL",-17.57
2021-09-20,"LOCAL COFFEE SHOP",-6.80
2021-09-20,"APPLE ICLOUD",-12.74
2021-09-20,"WALMART.COM",-71.61
2021-09-20,"AMAZON.COM",-16.02
2021-09-21,"CHEVRON",-49.06
2021-09-21,"PIZZA PORT",-28.60
2021-09-21,"DUNKIN",-7.23
2021-09-21,"AMAZON.COM",-20.36
2021-09-22,"PIZZA PORT",-19.13
2021-09-22,"PHILZ COFFEE",-8.47
2021-09-23,"SDG&E UTILITIES",-64.09
2021-09-23,"CHEVRON",-62.87
2021-09-23,"TACO BELL",-43.68
2021-09-23,"LOCAL COFFEE SHOP",-9.07
2021-09-24,"76 STATION",-60.75
2021-09-24,"UBER EATS",-36.61
2021-09-24,"PHILZ COFFEE",-10.05
2021-09-24,"WALMART.COM",-42.20
2021-09-24,"UBER",-34.61
2021-09-24,"KINDLE EBOOK",-40.60
2021-09-24,"STARBUCKS",-12.16
2021-09-24,"STARBUCKS",-23.88
2021-09-25,"WALMART SUPERCENTER",-75.75
2021-09-25,"SHELL OIL",-68.29
2021-09-25,"TACO BELL",-16.28
2021-09-25,"PEETS COFFEE",-8.69
2021-09-25,"GAP",-15.63
2021-09-25,"PLAYSTATION NETWORK",-12.27
2021-09-25,"STARBUCKS",-11.03
2021-09-25,"7-ELEVEN",-21.97
2021-09-26,"COSTCO WHOLESALE",-58.92
2021-09-26,"EXXON MOBIL",-48.11
2021-09-26,"LOCAL BISTRO",-34.87
2021-09-26,"STARBUCKS",-9.40
2021-09-27,"PANERA BREAD",-37.27
2021-09-27,"PHILZ COFFEE",-10.71
2021-09-27,"LIME SCOOTER",-15.90
2021-09-27,"TICKETMASTER",-47.46
2021-09-27,"COPAY",-24.21
2021-09-27,"MCDONALDS",-12.16
2021-09-28,"PANERA BREAD",-19.11
2021-09-28,"PHILZ COFFEE",-8.83
2021-09-28,"CVS",-64.52
2021-09-29,"EXXON MOBIL",-70.53
2021-09-29,"PIZZA PORT",-28.69
2021-09-29,"STARBUCKS",-9.49
2021-09-29,"GAP",-58.26
2021-09-29,"7-ELEVEN",-12.75
2021-09-29,"STARBUCKS",-5.16
2021-09-30,"WATER DISTRICT",-147.94
2021-09-30,"EXXON MOBIL",-49.96
2021-09-30,"MCDONALDS",-30.13
2021-09-30,"STARBUCKS",-11.61
2021-09-30,"AMAZON.COM",-34.72
2021-09-30,"STARBUCKS",-24.24
2021-09-30,"MCDONALDS",-23.28
2021-10-01,"DIRECT DEPOSIT - EMPLOYER",4454.08
2021-10-01,"AVALON APARTMENTS",-2400.00
2021-10-01,"SDG&E UTILITIES",-134.79
2021-10-01,"SUSHI HOUSE",-44.47
2021-10-01,"STARBUCKS",-11.45
2021-10-01,"PARKING METER",-4.85
2021-10-01,"PLANET FITNESS",-32.40
2021-10-01,"7-ELEVEN",-9.43
2021-10-02,"SAFEWAY",-83.14
2021-10-02,"76 STATION",-64.32
2021-10-02,"SUBWAY",-31.96
2021-10-02,"LOCAL COFFEE SHOP",-4.23
2021-10-02,"KINDLE EBOOK",-44.37
2021-10-02,"AMAZON.COM",-22.94
2021-10-03,"WHOLE FOODS MKT",-23.87
2021-10-03,"EXXON MOBIL",-64.99
2021-10-03,"MCDONALDS",-26.56
2021-10-03,"LOCAL COFFEE SHOP",-6.84
2021-10-03,"HULU",-11.69
2021-10-03,"UNIQLO",-55.75
2021-10-03,"LIME SCOOTER",-14.12
2021-10-03,"AMAZON.COM",-12.73
2021-10-04,"LOCAL BISTRO",-16.29
2021-10-04,"PEETS COFFEE",-7.00
2021-10-04,"WALMART.COM",-59.92
2021-10-04,"WALGREENS",-26.55
2021-10-05,"LOCAL BISTRO",-41.83
2021-10-05,"DUNKIN",-6.67
2021-10-05,"UNIQLO",-79.05
2021-10-05,"WALGREENS",-32.76
2021-10-06,"ARCO AMPM",-43.74
2021-10-06,"UBER EATS",-36.65
2021-10-06,"PHILZ COFFEE",-9.52
2021-10-06,"NYT SUBSCRIPTION",-12.41
2021-10-06,"WALMART.COM",-68.04
2021-10-07,"76 STATION",-54.08
2021-10-07,"PANERA BREAD",-27.63
2021-10-07,"PHILZ COFFEE",-5.06
2021-10-07,"SPOTIFY",-45.08
2021-10-08,"ARCO AMPM",-57.76
2021-10-08,"LOCAL BISTRO",-12.58
2021-10-08,"PEETS COFFEE",-7.41
2021-10-08,"TARGET",-79.79
2021-10-08,"AMAZON.COM",-21.31
2021-10-09,"TRADER JOES",-27.25
2021-10-09,"CHEVRON",-72.02
2021-10-09,"IN-N-OUT BURGER",-21.26
2021-10-09,"STARBUCKS",-6.12
2021-10-09,"NETFLIX.COM",-6.81
2021-10-09,"TARGET",-20.54
2021-10-09,"DAVE AND BUSTERS",-39.39
2021-10-09,"STARBUCKS",-14.60
2021-10-09,"MCDONALDS",-11.79
2021-10-10,"SAFEWAY",-91.80
2021-10-10,"SHELL OIL",-66.01
2021-10-10,"IN-N-OUT BURGER",-29.71
2021-10-10,"STARBUCKS",-7.11
2021-10-10,"APPLE ICLOUD",-5.01
2021-10-10,"CVS",-31.39
2021-10-10,"PARKING METER",-33.11
2021-10-10,"WALGREENS",-38.43
2021-10-11,"VERIZON WIRELESS",-78.17
2021-10-11,"SPROUTS FARMERS MKT",-88.77
2021-10-11,"76 STATION",-41.49
2021-10-11,"DOORDASH",-18.39
2021-10-11,"LOCAL COFFEE SHOP",-7.90
2021-10-11,"EBAY",-45.16
2021-10-11,"AMAZON.COM",-13.61
2021-10-12,"EXXON MOBIL",-67.77
2021-10-12,"CHIPOTLE",-34.96
2021-10-12,"DUNKIN",-5.39
2021-10-12,"GAP",-26.39
2021-10-12,"AMAZON.COM",-10.70
2021-10-12,"AMAZON.COM",-22.11
2021-10-13,"WALMART SUPERCENTER",-111.60
2021-10-13,"SUSHI HOUSE",-35.42
2021-10-13,"LOCAL COFFEE SHOP",-11.30
2021-10-13,"TICKETMASTER",-47.36
2021-10-14,"ARCO AMPM",-71.01
2021-10-14,"SUBWAY",-33.04
2021-10-14,"PEETS COFFEE",-7.90
2021-10-14,"STEAM GAMES",-32.13
2021-10-15,"PAYROLL DEPOSIT",4292.95
2021-10-15,"CHEVRON",-43.54
2021-10-15,"SUSHI HOUSE",-28.47
2021-10-15,"DUNKIN",-7.58
2021-10-15,"FASTTRAK",-32.86
2021-10-15,"STARBUCKS",-19.44
2021-10-15,"MCDONALDS",-24.65
2021-10-16,"TRADER JOES",-50.42
2021-10-16,"ARCO AMPM",-38.67
2021-10-16,"LOCAL BISTRO",-24.57
2021-10-16,"PEETS COFFEE",-10.32
2021-10-16,"GAP",-24.50
2021-10-16,"PARKING METER",-10.76
2021-10-17,"VERIZON WIRELESS",-161.89
2021-10-17,"SAFEWAY",-75.06
2021-10-17,"76 STATION",-55.89
2021-10-17,"SUBWAY",-44.26
2021-10-17,"DUNKIN",-10.71
2021-10-17,"TARGET",-14.56
2021-10-17,"CLIPPER CARD",-13.21
2021-10-17,"STARBUCKS",-13.32
2021-10-17,"7-ELEVEN",-23.66
2021-10-17,"7-ELEVEN",-19.68
2021-10-17,"MCDONALDS",-12.50
2021-10-18,"EXXON MOBIL",-44.47
2021-10-18,"DOORDASH",-55.37
2021-10-18,"PHILZ COFFEE",-11.41
2021-10-18,"7-ELEVEN",-9.46
2021-10-19,"ARCO AMPM",-37.92
2021-10-19,"IN-N-OUT BURGER",-34.83
2021-10-19,"LOCAL COFFEE SHOP",-7.29
2021-10-20,"PG&E ELECTRIC",-80.78
2021-10-20,"76 STATION",-70.09
2021-10-20,"CHIPOTLE",-26.49
2021-10-20,"DUNKIN",-11.60
2021-10-20,"WALMART.COM",-24.41
2021-10-21,"SUBWAY",-36.93
2021-10-21,"STARBUCKS",-8.31
2021-10-22,"COMCAST INTERNET",-54.52
2021-10-22,"76 STATION",-53.42
2021-10-22,"CHIPOTLE",-35.32
2021-10-22,"PEETS COFFEE",-11.53
2021-10-22,"FASTTRAK",-22.74
2021-10-22,"TICKETMASTER",-42.92
2021-10-22,"STARBUCKS",-11.91
2021-10-22,"STARBUCKS",-18.65
2021-10-23,"SPROUTS FARMERS MKT",-36.89
2021-10-23,"76 STATION",-48.29
2021-10-23,"TACO BELL",-37.37
2021-10-23,"LOCAL COFFEE SHOP",-8.47
2021-10-23,"BART TICKET",-23.73
2021-10-23,"SPOTIFY",-55.48
2021-10-24,"WHOLE FOODS MKT",-77.97
2021-10-24,"ARCO AMPM",-48.21
2021-10-24,"LOCAL BISTRO",-23.86
2021-10-24,"DUNKIN",-9.36
2021-10-24,"DOLLAR STORE",-62.36
2021-10-24,"STEAM GAMES",-10.95
2021-10-24,"COPAY",-13.58
2021-10-24,"STARBUCKS",-7.28
2021-10-25,"WALMART SUPERCENTER",-62.62
2021-10-25,"SUBWAY",-9.60
2021-10-25,"DUNKIN",-10.49
2021-10-25,"SPOTIFY USA",-14.78
2021-10-25,"TARGET",-55.17
2021-10-25,"LIME SCOOTER",-23.89
2021-10-25,"AMAZON.COM",-18.69
2021-10-26,"WALMART SUPERCENTER",-101.95
2021-10-26,"SHELL OIL",-73.74
2021-10-26,"LOCAL BISTRO",-9.87
2021-10-26,"PEETS COFFEE",-8.26
2021-10-26,"GAP",-72.44
2021-10-26,"LIME SCOOTER",-28.66
2021-10-26,"TICKETMASTER",-23.92
2021-10-26,"MCDONALDS",-24.87
2021-10-27,"ARCO AMPM",-72.74
2021-10-27,"TACO BELL",-23.02
2021-10-27,"STARBUCKS",-4.64
2021-10-27,"DAVE AND BUSTERS",-25.33
2021-10-27,"AMAZON.COM",-8.53
2021-10-28,"IN-N-OUT BURGER",-14.09
2021-10-28,"STARBUCKS",-7.85
2021-10-28,"EBAY",-92.80
2021-10-28,"TICKETMASTER",-8.47
2021-10-28,"COPAY",-28.86
2021-10-28,"AMAZON.COM",-18.46
2021-10-29,"PANERA BREAD",-22.40
2021-10-29,"PHILZ COFFEE",-5.45
2021-10-29,"BEST BUY",-38.84
2021-10-30,"COMCAST INTERNET",-171.15
2021-10-30,"COSTCO WHOLESALE",-57.03
2021-10-30,"ARCO AMPM",-65.18
2021-10-30,"SUBWAY",-30.55
2021-10-30,"PEETS COFFEE",-7.35
2021-10-30,"FASTTRAK",-21.83
2021-10-31,"SAFEWAY",-22.88
2021-10-31,"SHELL OIL",-71.05
2021-10-31,"SUSHI HOUSE",-19.35
2021-10-31,"STARBUCKS",-11.98
2021-10-31,"EBAY",-82.41
2021-10-31,"CLIPPER CARD",-31.93
2021-11-01,"DIRECT DEPOSIT - EMPLOYER",4448.17
2021-11-01,"SUMMIT VILLAGE APT",-2400.00
2021-11-01,"ARCO AMPM",-66.01
2021-11-01,"CHIPOTLE",-8.28
2021-11-01,"DUNKIN",-11.13
2021-11-01,"UNIQLO",-82.41
2021-11-01,"LIME SCOOTER",-23.06
2021-11-01,"DAVE AND BUSTERS",-53.26
2021-11-01,"YOGA STUDIO",-94.80
2021-11-02,"76 STATION",-59.33
2021-11-02,"SUSHI HOUSE",-69.20
2021-11-02,"DUNKIN",-10.32
2021-11-02,"CLIPPER CARD",-5.23
2021-11-03,"ARCO AMPM",-39.93
2021-11-03,"PANERA BREAD",-28.09
2021-11-03,"DUNKIN",-8.71
2021-11-03,"GAP",-15.34
2021-11-03,"AMAZON.COM",-10.27
2021-11-03,"MCDONALDS",-16.98
2021-11-04,"SHELL OIL",-55.49
2021-11-04,"IN-N-OUT BURGER",-44.14
2021-11-04,"LOCAL COFFEE SHOP",-7.75
2021-11-04,"7-ELEVEN",-23.62
2021-11-05,"ARCO AMPM",-59.64
2021-11-05,"SUSHI HOUSE",-18.07
2021-11-05,"LOCAL COFFEE SHOP",-5.95
2021-11-05,"AMAZON.COM",-43.89
2021-11-05,"MCDONALDS",-16.11
2021-11-06,"COMCAST INTERNET",-160.96
2021-11-06,"TRADER JOES",-108.76
2021-11-06,"SHELL OIL",-45.11
2021-11-06,"SUBWAY",-32.33
2021-11-06,"PHILZ COFFEE",-8.02
2021-11-06,"UNIQLO",-33.22
2021-11-06,"AMAZON.COM",-5.72
2021-11-07,"COSTCO WHOLESALE",-92.98
2021-11-07,"76 STATION",-55.25
2021-11-07,"IN-N-OUT BURGER",-24.96
2021-11-07,"PHILZ COFFEE",-6.63
2021-11-07,"CVS",-57.89
2021-11-07,"LIME SCOOTER",-13.91
2021-11-08,"SPROUTS FARMERS MKT",-28.59
2021-11-08,"CHEVRON",-57.61
2021-11-08,"PANERA BREAD",-16.24
2021-11-08,"PHILZ COFFEE",-9.32
2021-11-08,"HULU",-12.62
2021-11-08,"DOLLAR STORE",-56.48
2021-11-08,"DAVE AND BUSTERS",-33.08
2021-11-09,"EXXON MOBIL",-48.54
2021-11-09,"DOORDASH",-37.02
2021-11-09,"STARBUCKS",-4.59
2021-11-09,"TARGET",-80.15
2021-11-09,"LYFT",-23.40
2021-11-10,"SUSHI HOUSE",-28.52
2021-11-10,"PHILZ COFFEE",-10.19
2021-11-10,"DAVE AND BUSTERS",-10.90
2021-11-10,"STARBUCKS",-22.81
2021-11-10,"STARBUCKS",-17.72
2021-11-10,"STARBUCKS",-17.02
2021-11-11,"ARCO AMPM",-43.08
2021-11-11,"LOCAL BISTRO",-39.17
2021-11-11,"STARBUCKS",-6.72
2021-11-11,"CVS",-61.79
2021-11-11,"UBER",-32.90
2021-11-11,"STARBUCKS",-15.82
2021-11-11,"AMAZON.COM",-16.98
2021-11-12,"SAFEWAY",-42.43
2021-11-12,"EXXON MOBIL",-60.38
2021-11-12,"TACO BELL",-19.00
2021-11-12,"PHILZ COFFEE",-11.96
2021-11-12,"DOLLAR STORE",-48.30
2021-11-13,"VERIZON WIRELESS",-112.63
2021-11-13,"SPROUTS FARMERS MKT",-22.40
2021-11-13,"ARCO AMPM",-73.59
2021-11-13,"DOORDASH",-10.41
2021-11-13,"LOCAL COFFEE SHOP",-9.84
2021-11-13,"NYT SUBSCRIPTION",-5.03
2021-11-13,"UNIQLO",-32.05
2021-11-13,"CLIPPER CARD",-31.37
2021-11-13,"7-ELEVEN",-10.38
2021-11-13,"MCDONALDS",-8.96
2021-11-14,"PG&E ELECTRIC",-140.67
2021-11-14,"WHOLE FOODS MKT",-93.08
2021-11-14,"ARCO AMPM",-64.31
2021-11-14,"LOCAL BISTRO",-43.24
2021-11-14,"PEETS COFFEE",-9.05
2021-11-14,"STEAM GAMES",-18.48
2021-11-14,"AMAZON.COM",-8.56
2021-11-14,"AMAZON.COM",-18.33
2021-11-14,"AMAZON.COM",-16.78
2021-11-15,"ACH PAYROLL",4346.07
2021-11-15,"SUBWAY",-45.82
2021-11-15,"DUNKIN",-6.05
2021-11-15,"AMAZON.COM",-46.99
2021-11-15,"CLIPPER CARD",-26.55
2021-11-16,"COSTCO WHOLESALE",-83.11
2021-11-16,"PANERA BREAD",-39.42
2021-11-16,"STARBUCKS",-7.46
2021-11-16,"CVS",-28.40
2021-11-16,"AMAZON.COM",-23.93
2021-11-17,"ARCO AMPM",-46.73
2021-11-17,"TACO BELL",-33.36
2021-11-17,"LOCAL COFFEE SHOP",-9.93
2021-11-17,"BEST BUY",-15.24
2021-11-17,"CLIPPER CARD",-18.39
2021-11-18,"DOORDASH",-30.49
2021-11-18,"PHILZ COFFEE",-11.08
2021-11-18,"LYFT",-12.54
2021-11-19,"CHEVRON",-53.34
2021-11-19,"PIZZA PORT",-13.97
2021-11-19,"DUNKIN",-9.51
2021-11-19,"EBAY",-58.01
2021-11-19,"LIME SCOOTER",-22.17
2021-11-20,"COSTCO WHOLESALE",-53.89
2021-11-20,"ARCO AMPM",-38.11
2021-11-20,"LOCAL BISTRO",-33.47
2021-11-20,"PHILZ COFFEE",-10.85
2021-11-20,"WALMART.COM",-74.02
2021-11-20,"COPAY",-18.44
2021-11-21,"TRADER JOES",-65.48
2021-11-21,"EXXON MOBIL",-35.50
2021-11-21,"DOORDASH",-36.93
2021-11-21,"PEETS COFFEE",-10.00
2021-11-21,"TARGET",-145.25
2021-11-21,"FASTTRAK",-4.09
2021-11-22,"ARCO AMPM",-44.58
2021-11-22,"SUSHI HOUSE",-35.40
2021-11-22,"DUNKIN",-5.54
2021-11-22,"GAP",-19.91
2021-11-22,"FASTTRAK",-7.25
2021-11-22,"AMAZON.COM",-10.65
2021-11-23,"EXXON MOBIL",-68.68
2021-11-23,"PANERA BREAD",-42.41
2021-11-23,"DUNKIN",-9.66
2021-11-23,"CVS",-47.06
2021-11-23,"UBER",-5.72
2021-11-24,"CHEVRON",-62.20
2021-11-24,"PANERA BREAD",-25.82
2021-11-24,"DUNKIN",-6.16
2021-11-24,"AMAZON.COM",-58.10
2021-11-24,"LYFT",-33.24
2021-11-24,"STARBUCKS",-24.21
2021-11-24,"AMAZON.COM",-17.96
2021-11-25,"IN-N-OUT BURGER",-26.69
2021-11-25,"PEETS COFFEE",-6.51
2021-11-25,"CVS",-48.79
2021-11-26,"COSTCO WHOLESALE",-101.11
2021-11-26,"76 STATION",-64.56
2021-11-26,"MCDONALDS",-43.91
2021-11-26,"PHILZ COFFEE",-7.75
2021-11-26,"AMC THEATRES",-5.26
2021-11-27,"COSTCO WHOLESALE",-44.31
2021-11-27,"ARCO AMPM",-63.26
2021-11-27,"TACO BELL",-36.87
2021-11-27,"DUNKIN",-6.11
2021-11-27,"DOLLAR STORE",-34.08
2021-11-27,"WALGREENS",-27.02
2021-11-28,"COSTCO WHOLESALE",-38.09
2021-11-28,"CHEVRON",-52.20
2021-11-28,"LOCAL BISTRO",-35.03
2021-11-28,"LOCAL COFFEE SHOP",-11.65
2021-11-28,"COPAY",-29.70
2021-11-29,"CHIPOTLE",-35.80
2021-11-29,"PEETS COFFEE",-9.22
2021-11-29,"CVS",-10.37
2021-11-29,"UBER",-33.21
2021-11-29,"AMC THEATRES",-48.53
2021-11-29,"7-ELEVEN",-18.99
2021-11-29,"7-ELEVEN",-5.88
2021-11-30,"UBER EATS",-9.00
2021-11-30,"PEETS COFFEE",-6.93
2021-11-30,"EBAY",-48.11
2021-12-01,"PAYROLL DEPOSIT",4469.49
2021-12-01,"AVALON APARTMENTS",-2400.00
2021-12-01,"CHEVRON",-38.81
2021-12-01,"SUSHI HOUSE",-9.59
2021-12-01,"DUNKIN",-9.03
2021-12-01,"GAP",-82.84
2021-12-01,"EQUINOX",-33.63
2021-12-01,"MCDONALDS",-10.96
2021-12-02,"SAFEWAY",-49.85
2021-12-02,"UBER EATS",-24.71
2021-12-02,"LOCAL COFFEE SHOP",-10.60
2021-12-02,"WALMART.COM",-42.02
2021-12-02,"CLIPPER CARD",-18.57
2021-12-02,"DAVE AND BUSTERS",-20.82
2021-12-02,"COPAY",-27.72
2021-12-03,"MCDONALDS",-42.58
2021-12-03,"PHILZ COFFEE",-11.37
2021-12-03,"BEST BUY",-26.05
2021-12-03,"FASTTRAK",-23.41
2021-12-03,"STEAM GAMES",-45.43
2021-12-03,"AMAZON.COM",-7.38
2021-12-03,"STARBUCKS",-24.67
2021-12-04,"WALMART SUPERCENTER",-90.29
2021-12-04,"76 STATION",-71.34
2021-12-04,"MCDONALDS",-14.98
2021-12-04,"PHILZ COFFEE",-6.58
2021-12-04,"EBAY",-36.04
2021-12-04,"FASTTRAK",-14.34
2021-12-04,"MCDONALDS",-12.80
2021-12-04,"MCDONALDS",-23.12
2021-12-04,"7-ELEVEN",-11.71
2021-12-05,"TRADER JOES",-33.10
2021-12-05,"ARCO AMPM",-55.58
2021-12-05,"SUBWAY",-43.68
2021-12-05,"DUNKIN",-11.29
2021-12-05,"AMAZON.COM",-34.37
2021-12-05,"LIME SCOOTER",-15.26
2021-12-05,"DAVE AND BUSTERS",-51.77
2021-12-06,"TRADER JOES",-59.11
2021-12-06,"ARCO AMPM",-67.42
2021-12-06,"TACO BELL",-38.54
2021-12-06,"PEETS COFFEE",-11.42
2021-12-06,"TARGET",-50.05
2021-12-06,"LYFT",-29.55
2021-12-06,"STARBUCKS",-22.59
2021-12-06,"7-ELEVEN",-14.86
2021-12-07,"ARCO AMPM",-40.86
2021-12-07,"IN-N-OUT BURGER",-44.95
2021-12-07,"LOCAL COFFEE SHOP",-8.06
2021-12-07,"WALMART.COM",-59.84
2021-12-07,"LIME SCOOTER",-21.60
2021-12-07,"AMAZON.COM",-15.60
2021-12-08,"SHELL OIL",-53.52
2021-12-08,"CHIPOTLE",-41.24
2021-12-08,"PEETS COFFEE",-11.19
2021-12-08,"GAP",-47.98
2021-12-08,"LYFT",-30.32
2021-12-08,"SPOTIFY",-15.05
2021-12-09,"WATER DISTRICT",-88.76
2021-12-09,"LOCAL MARKET",-22.92
2021-12-09,"CHEVRON",-54.10
2021-12-09,"SUBWAY",-9.68
2021-12-09,"STARBUCKS",-10.62
2021-12-09,"DOLLAR STORE",-100.59
2021-12-09,"STEAM GAMES",-33.10
2021-12-09,"COPAY",-22.67
2021-12-09,"7-ELEVEN",-13.17
2021-12-09,"7-ELEVEN",-22.31
2021-12-10,"SPROUTS FARMERS MKT",-53.73
2021-12-10,"SHELL OIL",-39.87
2021-12-10,"UBER EATS",-20.16
2021-12-10,"STARBUCKS",-11.60
2021-12-10,"SPOTIFY USA",-5.96
2021-12-10,"WALMART.COM",-55.29
2021-12-10,"UBER",-5.91
2021-12-11,"SPROUTS FARMERS MKT",-44.33
2021-12-11,"CHEVRON",-74.44
2021-12-11,"PANERA BREAD",-22.47
2021-12-11,"DUNKIN",-5.07
2021-12-11,"TARGET",-142.42
2021-12-11,"STARBUCKS",-12.47
2021-12-12,"SAFEWAY",-94.47
2021-12-12,"SHELL OIL",-39.27
2021-12-12,"SUSHI HOUSE",-16.81
2021-12-12,"PHILZ COFFEE",-10.96
2021-12-12,"CVS",-27.75
2021-12-12,"LIME SCOOTER",-5.75
2021-12-12,"CVS PHARMACY",-24.93
2021-12-13,"SUSHI HOUSE",-18.09
2021-12-13,"DUNKIN",-9.49
2021-12-13,"GAP",-35.72
2021-12-13,"KINDLE EBOOK",-29.84
2021-12-13,"CVS PHARMACY",-48.13
2021-12-14,"CHEVRON",-54.75
2021-12-14,"LOCAL BISTRO",-39.39
2021-12-14,"STARBUCKS",-10.01
